time	wsp	wdir
0:14:34	5.40	36
0:14:37	4.50	36
0:14:40	5.40	36
0:14:43	4.50	36
0:14:46	5.40	36
0:14:49	5.40	36
0:14:52	4.50	36
0:14:55	4.50	36
0:14:58	4.50	36
0:15:1	5.40	36
0:15:4	4.50	36
0:15:7	4.50	36
0:15:10	5.40	36
0:15:13	4.50	36
0:15:16	4.50	36
0:15:19	4.50	36
0:15:22	4.50	36
0:15:25	4.50	36
0:15:28	5.40	36
