time	wsp	wdir
0:12:28	3.60	44
0:12:31	3.60	44
0:12:34	3.60	44
0:12:37	3.60	44
0:12:40	3.60	44
0:12:43	3.60	44
0:12:46	3.60	44
0:12:49	2.70	44
0:12:52	3.60	44
0:12:55	3.60	44
0:12:58	3.60	44
0:13:1	3.60	44
0:13:4	2.70	44
0:13:7	3.60	44
0:13:10	3.60	44
0:13:13	3.60	44
0:13:16	3.60	44
0:13:19	3.60	44
0:13:22	3.60	44
0:13:25	3.60	44
0:13:28	2.70	44
0:13:31	3.60	44
0:13:34	3.60	44
0:13:37	2.70	44
0:13:40	2.70	44
0:13:43	2.70	44
0:13:46	3.60	44
0:13:49	2.70	44
0:13:52	2.70	44
0:13:55	3.60	44
0:13:58	2.70	44
0:14:1	3.60	44
0:14:4	2.70	44
0:14:7	3.60	44
0:14:10	2.70	44
0:14:13	3.60	44
0:14:16	3.60	44
0:14:19	3.60	44
0:14:22	3.60	44
0:14:25	3.60	44
0:14:28	3.60	44
0:14:31	3.60	44
0:14:34	3.60	44
0:14:37	3.60	44
0:14:40	3.60	44
0:14:43	3.60	44
0:14:46	2.70	44
0:14:49	2.70	44
0:14:52	2.70	44
0:14:55	2.70	44
0:14:58	3.60	44
0:15:1	2.70	44
0:15:4	3.60	44
0:15:7	2.70	44
0:15:10	2.70	44
0:15:13	2.70	44
0:15:16	3.60	44
0:15:19	2.70	44
0:15:22	3.60	44
0:15:25	2.70	44
0:15:28	3.60	44
0:15:31	3.60	44
